job-name,iteration,status,finish,start,Flags,input,error,cpus-per-task,job-id,width,time,command,MaxDegree, Search Type,error-output,Search Options,ntasks,ntasks-per-node,all-states,script-file,account,elapsed,max-rss,conjecture-status,mem-per-cpu,max-witness-size
66333765,23,DONE,16 17:49:46 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,,1,4685878, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333765.txt,6,BreadthFirstSearch,,-premise,1,1,32768,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333765.sh,NN9535K,02:43:01,128944K,"Conjecture: Satisfied
",16G,1
66333770,27,DONE,16 15:22:48 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,,1,4685879, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333770.txt,6,IsomorphismBreadthFirstSearch,,-premise,1,1,792,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333770.sh,NN9535K,00:16:02,13900K,"Conjecture: Satisfied
",16G,1
66333774,13,DONE,17 15:06:59 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685880 ON c3-40 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685880, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl    BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333774.txt,6,BreadthFirstSearch,Error, ,1,1,102250,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333774.sh,NN9535K,1-00:00:13,1157956K,Not Finished,32G,1
66333778,22,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685881 ON c3-40 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685881, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333778.txt,6,IsomorphismBreadthFirstSearch,Error, ,1,1,1696,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333778.sh,NN9535K,1-00:00:13,103056K,Not Finished,32G,1
66333783,13,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685882 ON c3-40 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685882, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333783.txt,6,BreadthFirstSearch,Error,-premise,1,1,102186,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333783.sh,NN9535K,1-00:00:13,1166312K,Not Finished,32G,1
66333787,22,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685883 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685883, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333787.txt,6,IsomorphismBreadthFirstSearch,Error,-premise,1,1,1689,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333787.sh,NN9535K,1-00:00:13,102992K,Not Finished,32G,1
66333791,10,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685884 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685884, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl    BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333791.txt,6,BreadthFirstSearch,Error, ,1,1,73593,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333791.sh,NN9535K,1-00:00:13,1534388K,Not Finished,32G,1
66333796,13,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685885 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685885, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333796.txt,6,IsomorphismBreadthFirstSearch,Error, ,1,1,821,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333796.sh,NN9535K,1-00:00:13,63764K,Not Finished,32G,1
66333800,10,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685886 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685886, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333800.txt,6,BreadthFirstSearch,Error,-premise,1,1,73530,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333800.sh,NN9535K,1-00:00:13,1531224K,Not Finished,32G,1
66333805,13,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685887 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685887, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333805.txt,6,IsomorphismBreadthFirstSearch,Error,-premise,1,1,814,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333805.sh,NN9535K,1-00:00:13,63748K,Not Finished,32G,1
66333809,9,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685888 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685888, pw = 7,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 7  -pl    BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333809.txt,6,BreadthFirstSearch,Error, ,1,1,81308,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333809.sh,NN9535K,1-00:00:13,1840668K,Not Finished,32G,1
66333813,12,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685889 ON c3-39 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685889, pw = 7,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 7  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333813.txt,6,IsomorphismBreadthFirstSearch,Error, ,1,1,619,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333813.sh,NN9535K,1-00:00:13,49648K,Not Finished,32G,1
66333818,9,DONE,17 15:06:59 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685890 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685890, pw = 7,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 7  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333818.txt,6,BreadthFirstSearch,Error,-premise,1,1,81280,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333818.sh,NN9535K,1-00:00:13,1835384K,Not Finished,32G,1
66333822,12,DONE,17 15:06:59 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_6,"slurmstepd: error: *** JOB 4685891 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685891, pw = 7,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 7  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333822.txt,6,IsomorphismBreadthFirstSearch,Error,-premise,1,1,613,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333822.sh,NN9535K,1-00:00:13,49648K,Not Finished,32G,1
66333826,13,DONE,16 15:06:46 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685892, pw = 1,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 1  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333826.txt,7,BreadthFirstSearch,, ,1,1,85,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333826.sh,NN9535K,00:00:01,0,"Conjecture: Satisfied
",8G,1
66333831,13,DONE,16 15:06:45 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685893, pw = 1,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 1  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333831.txt,7,IsomorphismBreadthFirstSearch,, ,1,1,48,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333831.sh,NN9535K,00:00:00,0,"Conjecture: Satisfied
",8G,1
66333835,12,DONE,16 15:06:46 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685894, pw = 1,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 1  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333835.txt,7,BreadthFirstSearch,,-premise,1,1,81,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333835.sh,NN9535K,00:00:01,0,"Conjecture: Satisfied
",8G,1
66333839,13,DONE,16 15:06:45 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685895, pw = 1,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 1  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333839.txt,7,IsomorphismBreadthFirstSearch,,-premise,1,1,45,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333839.sh,NN9535K,00:00:00,0,"Conjecture: Satisfied
",8G,1
66333844,17,DONE,16 15:06:48 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685896, pw = 2,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 2  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333844.txt,7,BreadthFirstSearch,, ,1,1,737,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333844.sh,NN9535K,00:00:02,0,"Conjecture: Satisfied
",8G,1
66333848,19,DONE,16 15:06:47 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685897, pw = 2,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 2  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333848.txt,7,IsomorphismBreadthFirstSearch,, ,1,1,169,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333848.sh,NN9535K,00:00:01,0,"Conjecture: Satisfied
",8G,1
66333852,17,DONE,16 15:06:48 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685898, pw = 2,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 2  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333852.txt,7,BreadthFirstSearch,,-premise,1,1,729,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333852.sh,NN9535K,00:00:02,0,"Conjecture: Satisfied
",8G,1
66333857,19,DONE,16 15:06:47 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685899, pw = 2,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 2  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333857.txt,7,IsomorphismBreadthFirstSearch,,-premise,1,1,165,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333857.sh,NN9535K,00:00:01,0,"Conjecture: Satisfied
",8G,1
66333861,21,DONE,16 15:11:18 CET 2021,Thu Dec 16 15:06:45 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685900, pw = 3,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 3  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333861.txt,7,BreadthFirstSearch,, ,1,1,6577,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333861.sh,NN9535K,00:04:33,12348K,"Conjecture: Satisfied
",16G,1
66333865,24,DONE,16 15:07:30 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685901, pw = 3,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 3  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333865.txt,7,IsomorphismBreadthFirstSearch,, ,1,1,500,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333865.sh,NN9535K,00:00:38,3876K,"Conjecture: Satisfied
",16G,1
66333870,21,DONE,16 15:11:12 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685902, pw = 3,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 3  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333870.txt,7,BreadthFirstSearch,,-premise,1,1,6561,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333870.sh,NN9535K,00:04:21,12176K,"Conjecture: Satisfied
",16G,1
66333874,24,DONE,16 15:07:28 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685903, pw = 3,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 3  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333874.txt,7,IsomorphismBreadthFirstSearch,,-premise,1,1,495,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333874.sh,NN9535K,00:00:37,3888K,"Conjecture: Satisfied
",16G,1
66333879,26,DONE,17 01:07:49 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685904, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333879.txt,7,BreadthFirstSearch,, ,1,1,59081,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333879.sh,NN9535K,10:00:57,371172K,"Conjecture: Satisfied
",16G,1
66333883,30,DONE,16 15:58:23 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685905, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333883.txt,7,IsomorphismBreadthFirstSearch,, ,1,1,1293,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333883.sh,NN9535K,00:51:32,28016K,"Conjecture: Satisfied
",16G,1
66333887,26,DONE,17 00:56:01 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685906, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333887.txt,7,BreadthFirstSearch,,-premise,1,1,59049,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333887.sh,NN9535K,09:49:09,371100K,"Conjecture: Satisfied
",16G,1
66333892,30,DONE,16 15:58:31 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,,1,4685907, pw = 4,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 4  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333892.txt,7,IsomorphismBreadthFirstSearch,,-premise,1,1,1287,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333892.sh,NN9535K,00:51:40,28004K,"Conjecture: Satisfied
",16G,1
66333896,12,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685908 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685908, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333896.txt,7,BreadthFirstSearch,Error, ,1,1,82731,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333896.sh,NN9535K,1-00:00:07,1328956K,Not Finished,32G,1
66333900,17,DONE,17 15:06:59 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685909 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685909, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333900.txt,7,IsomorphismBreadthFirstSearch,Error, ,1,1,1914,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333900.sh,NN9535K,1-00:00:07,130708K,Not Finished,32G,1
66333905,12,DONE,17 15:07:01 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685910 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685910, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333905.txt,7,BreadthFirstSearch,Error,-premise,1,1,82674,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333905.sh,NN9535K,1-00:00:07,1331288K,Not Finished,32G,1
66333909,17,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685911 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685911, pw = 5,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 5  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333909.txt,7,IsomorphismBreadthFirstSearch,Error,-premise,1,1,1907,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333909.sh,NN9535K,1-00:00:07,130556K,Not Finished,32G,1
66333913,10,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685912 ON c3-38 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685912, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333913.txt,7,BreadthFirstSearch,Error, ,1,1,74314,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333913.sh,NN9535K,1-00:00:07,1565252K,Not Finished,32G,1
66333918,13,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685913 ON c3-37 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685913, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333918.txt,7,IsomorphismBreadthFirstSearch,Error, ,1,1,950,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333918.sh,NN9535K,1-00:00:07,74432K,Not Finished,32G,1
66333922,10,DONE,17 15:07:00 CET 2021,Thu Dec 16 15:06:51 CET 2021, -pl ,../../inputs/MaxDegree_7,"slurmstepd: error: *** JOB 4685914 ON c3-37 CANCELLED AT 2021-12-17T15:06:58 DUE TO TIME LIMIT ***
",1,4685914, pw = 6,1-00:00:00,/cluster/home/farhadvadiee/2021/16dec/max-degree/Build/./treewidzard -search   pw = 6  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7.txt > /cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../program-outputs/66333922.txt,7,BreadthFirstSearch,Error,-premise,1,1,74293,/cluster/projects/nn9535k/farhad/2021/16dec/max-degree/main-script/job-generation/../../jobs/66333922.sh,NN9535K,1-00:00:07,1561668K,Not Finished,32G,1
