mem-per-cpu,time,ChromaticNumber,Search Options,Flags,ntasks-per-node,max-witness-size,error-output,iteration,account,command,conjecture-status,finish, Search Type,error,all-states,width,elapsed,cpus-per-task,job-name,ntasks,start,input,max-rss,script-file,status,job-id
2G,14-00:00:00,3,-premise, -pl -pdbgn ,1,41,,65,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318071.txt,"Conjecture: Satisfied
",22 18:33:58 CET 2021,IsomorphismBreadthFirstSearch,,5214, pw = 4,00:18:43,1,19318071,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,5508K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318071.sh,DONE,4728357
2G,14-00:00:00,3, , -pl -pdbgn ,1,122,Error,32,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318076.txt,Not Finished,5 18:53:52 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728358 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",474443, pw = 5,14-00:00:0,1,19318076,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,471036K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318076.sh,DONE,4728358
2G,14-00:00:00,3,-premise, -pl -pdbgn ,1,122,Error,32,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318080.txt,Not Finished,5 18:53:52 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728359 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",474436, pw = 5,14-00:00:0,1,19318080,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,474032K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318080.sh,DONE,4728359
2G,14-00:00:00,3, , -pl -pdbgn ,1,365,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318085.txt,Not Finished,5 18:53:52 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728360 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",24238, pw = 6,14-00:00:0,1,19318085,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,43940K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318085.sh,DONE,4728360
2G,14-00:00:00,3,-premise, -pl -pdbgn ,1,365,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318090.txt,Not Finished,5 18:53:51 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728361 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",24230, pw = 6,14-00:00:0,1,19318090,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,43932K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318090.sh,DONE,4728361
2G,14-00:00:00,3, , -pl -pdbgn ,1,1094,Error,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318094.txt,Not Finished,5 18:53:52 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728362 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",1632, pw = 7,14-00:00:0,1,19318094,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,8428K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318094.sh,DONE,4728362
2G,14-00:00:00,3,-premise, -pl -pdbgn ,1,1094,Error,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318099.txt,Not Finished,5 18:53:52 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728363 ON c3-54 CANCELLED AT 2022-01-05T18:53:49 DUE TO TIME LIMIT ***
",1623, pw = 7,14-00:00:0,1,19318099,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_3,8424K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318099.sh,DONE,4728363
2G,14-00:00:00,4, , -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318104.txt,"Conjecture: Satisfied
",22 18:15:19 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:02,1,19318104,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318104.sh,DONE,4728364
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318109.txt,"Conjecture: Satisfied
",22 18:15:20 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:03,1,19318109,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318109.sh,DONE,4728365
2G,14-00:00:00,4, , -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318114.txt,"Conjecture: Satisfied
",22 18:15:20 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:03,1,19318114,1,Wed Dec 22 18:15:16 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318114.sh,DONE,4728366
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318119.txt,"Conjecture: Satisfied
",22 18:15:19 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:03,1,19318119,1,Wed Dec 22 18:15:17 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318119.sh,DONE,4728367
2G,14-00:00:00,4, , -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318123.txt,"Conjecture: Satisfied
",22 18:15:19 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:03,1,19318123,1,Wed Dec 22 18:15:17 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318123.sh,DONE,4728368
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318128.txt,"Conjecture: Satisfied
",22 18:15:20 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:04,1,19318128,1,Wed Dec 22 18:15:17 CET 2021,../../inputs/ChromaticNumber_4,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318128.sh,DONE,4728369
2G,14-00:00:00,4, , -pl -pdbgn ,1,51,,43,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318133.txt,"Conjecture: Satisfied
",22 18:21:09 CET 2021,IsomorphismBreadthFirstSearch,,1271, pw = 4,00:05:54,1,19318133,1,Wed Dec 22 18:15:17 CET 2021,../../inputs/ChromaticNumber_4,2140K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318133.sh,DONE,4728370
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,51,,43,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318138.txt,"Conjecture: Satisfied
",22 18:21:11 CET 2021,IsomorphismBreadthFirstSearch,,1265, pw = 4,00:05:56,1,19318138,1,Wed Dec 22 18:15:17 CET 2021,../../inputs/ChromaticNumber_4,2124K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318138.sh,DONE,4728371
2G,14-00:00:00,4, , -pl -pdbgn ,1,187,Error,32,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318142.txt,Not Finished,5 18:54:25 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728372 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",229147, pw = 5,14-00:00:0,1,19318142,1,Wed Dec 22 18:15:45 CET 2021,../../inputs/ChromaticNumber_4,225584K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318142.sh,DONE,4728372
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,187,Error,32,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318147.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728373 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",229140, pw = 5,14-00:00:0,1,19318147,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_4,224796K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318147.sh,DONE,4728373
2G,14-00:00:00,4, , -pl -pdbgn ,1,715,Error,21,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318152.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728374 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",10521, pw = 6,14-00:00:0,1,19318152,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_4,20304K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318152.sh,DONE,4728374
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,715,Error,21,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318157.txt,Not Finished,5 18:54:22 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728375 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",10513, pw = 6,14-00:00:0,1,19318157,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_4,20304K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318157.sh,DONE,4728375
2G,14-00:00:00,4, , -pl -pdbgn ,1,2795,Error,13,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318161.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728376 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",277, pw = 7,14-00:00:0,1,19318161,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_4,10436K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318161.sh,DONE,4728376
2G,14-00:00:00,4,-premise, -pl -pdbgn ,1,2795,Error,13,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 7  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318166.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728377 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",277, pw = 7,14-00:00:0,1,19318166,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_4,10436K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318166.sh,DONE,4728377
2G,14-00:00:00,5, , -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318171.txt,"Conjecture: Satisfied
",22 18:15:50 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:01,1,19318171,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318171.sh,DONE,4728378
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,2,,4,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318176.txt,"Conjecture: Satisfied
",22 18:15:50 CET 2021,IsomorphismBreadthFirstSearch,,4, pw = 1,00:00:03,1,19318176,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318176.sh,DONE,4728379
2G,14-00:00:00,5, , -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318181.txt,"Conjecture: Satisfied
",22 18:15:48 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:02,1,19318181,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318181.sh,DONE,4728380
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,5,,7,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318186.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,8, pw = 2,00:00:03,1,19318186,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318186.sh,DONE,4728381
2G,14-00:00:00,5, , -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318190.txt,"Conjecture: Satisfied
",22 18:15:49 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:03,1,19318190,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318190.sh,DONE,4728382
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,15,,11,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318195.txt,"Conjecture: Satisfied
",22 18:15:50 CET 2021,IsomorphismBreadthFirstSearch,,19, pw = 3,00:00:03,1,19318195,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318195.sh,DONE,4728383
2G,14-00:00:00,5, , -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318200.txt,"Conjecture: Satisfied
",22 18:16:00 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:15,1,19318200,1,Wed Dec 22 18:15:46 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318200.sh,DONE,4728384
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,52,,16,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318205.txt,"Conjecture: Satisfied
",22 18:16:01 CET 2021,IsomorphismBreadthFirstSearch,,53, pw = 4,00:00:15,1,19318205,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,0,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318205.sh,DONE,4728385
2G,14-00:00:00,5, , -pl -pdbgn ,1,202,Error,61,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318210.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728386 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",134674, pw = 5,14-00:00:0,1,19318210,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,129248K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318210.sh,DONE,4728386
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,202,Error,61,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318214.txt,Not Finished,5 18:54:23 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728387 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",134667, pw = 5,14-00:00:0,1,19318214,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,129256K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318214.sh,DONE,4728387
2G,14-00:00:00,5, , -pl -pdbgn ,1,855,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318219.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728388 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",5545, pw = 6,14-00:00:0,1,19318219,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,11464K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318219.sh,DONE,4728388
2G,14-00:00:00,5,-premise, -pl -pdbgn ,1,855,Error,22,NN9535K,/cluster/home/farhadvadiee/2021/22dec/chromatic-number-iso-bfs/Build/./treewidzard -search   pw = 6  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../program-outputs/19318224.txt,Not Finished,5 18:54:24 CET 2022,IsomorphismBreadthFirstSearch,"slurmstepd: error: *** JOB 4728389 ON c3-56 CANCELLED AT 2022-01-05T18:54:19 DUE TO TIME LIMIT ***
",5542, pw = 6,14-00:00:0,1,19318224,1,Wed Dec 22 18:15:47 CET 2021,../../inputs/ChromaticNumber_5,11436K,/cluster/projects/nn9535k/farhad/2021/22dec/chromatic-number-iso-bfs-pw/main-script/job-generation/../../jobs/19318224.sh,DONE,4728389
