max-witness-size,max-rss,width,ChromaticNumber,iteration,command,HasMultipleEdges,conjecture-status,error,input,time,Flags,ntasks-per-node,job-name, Search Type,error-output,Search Options,finish,ntasks,account,elapsed,MaxDegree,script-file,mem-per-cpu,job-id,CliqueNumberSimpleGraphs,all-states,status,cpus-per-task,start
"41,1,32,1",5257400K, pw = 4,3,47,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912570.txt,,Not Finished,"slurmstepd: error: *** JOB 4728590 ON c3-52 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3,14-00:00:00, -pl -pdbgn ,1,19912570,IsomorphismBreadthFirstSearch,Error,-premise,5 20:32:52 CET 2022,1,NN9535K,14-00:00:1,5,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912570.sh,32G,4728590,2,1908225,DONE,1,Wed Dec 22 19:54:11 CET 2021
"122,1,56,1",2602200K, pw = 5,3,17,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912574.txt,,Not Finished,"slurmstepd: error: *** JOB 4728591 ON c3-51 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3,14-00:00:00, -pl -pdbgn ,1,19912574,IsomorphismBreadthFirstSearch,Error, ,5 20:32:52 CET 2022,1,NN9535K,14-00:00:1,5,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912574.sh,32G,4728591,2,265828,DONE,1,Wed Dec 22 19:54:11 CET 2021
"122,1,52,1",855424K, pw = 5,3,26,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912579.txt,,Not Finished,"slurmstepd: error: *** JOB 4728592 ON c3-51 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_3,14-00:00:00, -pl -pdbgn ,1,19912579,IsomorphismBreadthFirstSearch,Error,-premise,5 20:32:53 CET 2022,1,NN9535K,14-00:00:1,5,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912579.sh,32G,4728592,2,143777,DONE,1,Wed Dec 22 19:54:11 CET 2021
"2,1,4,1",0, pw = 1,4,24,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912584.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912584,IsomorphismBreadthFirstSearch,, ,22 19:54:14 CET 2021,1,NN9535K,00:00:03,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912584.sh,4G,4728593,2,67,DONE,1,Wed Dec 22 19:54:11 CET 2021
"2,1,4,1",0, pw = 1,4,21,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912589.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912589,IsomorphismBreadthFirstSearch,,-premise,22 19:54:12 CET 2021,1,NN9535K,00:00:01,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912589.sh,4G,4728594,2,21,DONE,1,Wed Dec 22 19:54:11 CET 2021
"5,1,12,1",8104K, pw = 2,4,40,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912595.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912595,IsomorphismBreadthFirstSearch,, ,22 19:55:30 CET 2021,1,NN9535K,00:01:19,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912595.sh,4G,4728595,2,6317,DONE,1,Wed Dec 22 19:54:11 CET 2021
"5,1,9,1",0, pw = 2,4,40,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912599.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912599,IsomorphismBreadthFirstSearch,,-premise,22 19:54:14 CET 2021,1,NN9535K,00:00:04,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912599.sh,4G,4728596,2,274,DONE,1,Wed Dec 22 19:54:11 CET 2021
"15,1,26,1",3412140K, pw = 3,4,59,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912605.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912605,IsomorphismBreadthFirstSearch,, ,26 05:11:57 CET 2021,1,NN9535K,3-09:17:47,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912605.sh,16G,4728597,2,2125693,DONE,1,Wed Dec 22 19:54:11 CET 2021
"15,1,18,1",10324K, pw = 3,4,59,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912610.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912610,IsomorphismBreadthFirstSearch,,-premise,22 20:00:44 CET 2021,1,NN9535K,00:06:34,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912610.sh,16G,4728598,2,5411,DONE,1,Wed Dec 22 19:54:11 CET 2021
"51,1,38,1",7288548K, pw = 4,4,20,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912615.txt,,Not Finished,"slurmstepd: error: *** JOB 4728599 ON c3-51 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912615,IsomorphismBreadthFirstSearch,Error, ,5 20:32:53 CET 2022,1,NN9535K,14-00:00:1,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912615.sh,32G,4728599,2,1315781,DONE,1,Wed Dec 22 19:54:11 CET 2021
"51,1,32,1",686300K, pw = 4,4,78,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912620.txt,,"Conjecture: Satisfied
",,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912620,IsomorphismBreadthFirstSearch,,-premise,25 08:17:08 CET 2021,1,NN9535K,2-12:22:58,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912620.sh,32G,4728600,2,184790,DONE,1,Wed Dec 22 19:54:11 CET 2021
"187,1,52,1",1903112K, pw = 5,4,16,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912625.txt,,Not Finished,"slurmstepd: error: *** JOB 4728601 ON c3-51 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912625,IsomorphismBreadthFirstSearch,Error, ,5 20:32:52 CET 2022,1,NN9535K,14-00:00:1,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912625.sh,32G,4728601,2,115099,DONE,1,Wed Dec 22 19:54:11 CET 2021
"187,1,52,1",540332K, pw = 5,4,25,/cluster/home/farhadvadiee/2021/22dec/reed-conjecture-minus-one/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../program-outputs/19912630.txt,,Not Finished,"slurmstepd: error: *** JOB 4728602 ON c3-51 CANCELLED AT 2022-01-05T20:32:50 DUE TO TIME LIMIT ***
",../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,14-00:00:00, -pl -pdbgn ,1,19912630,IsomorphismBreadthFirstSearch,Error,-premise,5 20:32:53 CET 2022,1,NN9535K,14-00:00:1,6,/cluster/projects/nn9535k/farhad/2021/22dec/reed-conjecture-minus-one-pw/main-script/job-generation/../../jobs/19912630.sh,32G,4728602,2,79508,DONE,1,Wed Dec 22 19:54:11 CET 2021
