ntasks,start,script-file,all-states,ChromaticNumber,Flags,error-output,HasMultipleEdges,job-id,MaxDegree,width,job-name,mem-per-cpu, Search Type,iteration,max-witness-size,elapsed,conjecture-status,command,CliqueNumberSimpleGraphs,ntasks-per-node,status,input,account,max-rss,finish,cpus-per-task,Search Options,error,time
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642748.sh,1832986,4, -pl -pdbgn ,Error,,4731852,5, pw = 4,25642748,16G,IsomorphismBreadthFirstSearch,21,"51,1,39,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642748.txt,2,1,DONE,../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,NN9535K,5828500K,6 12:28:01 CET 2022,1, ,"slurmstepd: error: *** JOB 4731852 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642753.sh,75916,4, -pl -pdbgn ,,,4731853,5, pw = 4,25642753,16G,IsomorphismBreadthFirstSearch,66,"51,1,32,1",20:04:08,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642753.txt,2,1,DONE,../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,NN9535K,190656K,24 07:53:23 CET 2021,1,-premise,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642757.sh,247328,4, -pl -pdbgn ,Error,,4731854,5, pw = 5,25642757,16G,IsomorphismBreadthFirstSearch,17,"187,1,56,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642757.txt,2,1,DONE,../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,NN9535K,1757300K,6 12:28:01 CET 2022,1, ,"slurmstepd: error: *** JOB 4731854 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642762.sh,77156,4, -pl -pdbgn ,Error,,4731855,5, pw = 5,25642762,16G,IsomorphismBreadthFirstSearch,25,"187,1,52,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642762.txt,2,1,DONE,../../inputs/MaxDegree_5_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_4,NN9535K,473064K,6 12:28:02 CET 2022,1,-premise,"slurmstepd: error: *** JOB 4731855 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642766.sh,67,5, -pl -pdbgn ,,,4731856,6, pw = 1,25642766,2G,IsomorphismBreadthFirstSearch,24,"2,1,4,1",00:00:00,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642766.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,0,23 11:49:16 CET 2021,1, ,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642770.sh,21,5, -pl -pdbgn ,,,4731857,6, pw = 1,25642770,2G,IsomorphismBreadthFirstSearch,21,"2,1,4,1",00:00:00,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642770.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,0,23 11:49:16 CET 2021,1,-premise,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642775.sh,6317,5, -pl -pdbgn ,,,4731858,6, pw = 2,25642775,2G,IsomorphismBreadthFirstSearch,40,"5,1,12,1",00:01:20,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642775.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,8100K,23 11:50:34 CET 2021,1, ,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642779.sh,274,5, -pl -pdbgn ,,,4731859,6, pw = 2,25642779,2G,IsomorphismBreadthFirstSearch,40,"5,1,9,1",00:00:00,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642779.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,0,23 11:49:18 CET 2021,1,-premise,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642784.sh,2125693,5, -pl -pdbgn ,,,4731860,6, pw = 3,25642784,8G,IsomorphismBreadthFirstSearch,59,"15,1,26,1",3-08:43:27,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642784.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,3412152K,26 20:32:42 CET 2021,1, ,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642789.sh,5411,5, -pl -pdbgn ,,,4731861,6, pw = 3,25642789,8G,IsomorphismBreadthFirstSearch,59,"15,1,18,1",00:06:35,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642789.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,10324K,23 11:55:49 CET 2021,1,-premise,,14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642793.sh,1284403,5, -pl -pdbgn ,Error,,4731862,6, pw = 4,25642793,16G,IsomorphismBreadthFirstSearch,20,"52,1,38,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642793.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,7087184K,6 12:28:01 CET 2022,1, ,"slurmstepd: error: *** JOB 4731862 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
1,Thu Dec 23 11:49:14 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642797.sh,184260,5, -pl -pdbgn ,,,4731863,6, pw = 4,25642797,16G,IsomorphismBreadthFirstSearch,78,"52,1,32,1",2-13:30:57,"Conjecture: Satisfied
",/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642797.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,680732K,26 01:20:11 CET 2021,1,-premise,,14-00:00:00
1,Thu Dec 23 11:49:15 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642802.sh,114117,5, -pl -pdbgn ,Error,,4731864,6, pw = 5,25642802,16G,IsomorphismBreadthFirstSearch,16,"202,1,52,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl -pdbgn    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642802.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,1863300K,6 12:28:01 CET 2022,1, ,"slurmstepd: error: *** JOB 4731864 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
1,Thu Dec 23 11:49:15 CET 2021,/cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../jobs/25642806.sh,79143,5, -pl -pdbgn ,Error,,4731865,6, pw = 5,25642806,16G,IsomorphismBreadthFirstSearch,25,"202,1,52,1",14-00:00:1,Not Finished,/cluster/home/farhadvadiee/2021/23dec/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl -pdbgn  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5.txt > /cluster/projects/nn9535k/farhad/2021/23dec/reed-conjecture-pw/main-script/job-generation/../../program-outputs/25642806.txt,2,1,DONE,../../inputs/MaxDegree_6_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_5,NN9535K,487804K,6 12:28:00 CET 2022,1,-premise,"slurmstepd: error: *** JOB 4731865 ON c3-54 CANCELLED AT 2022-01-06T12:27:58 DUE TO TIME LIMIT ***
",14-00:00:00
