error,finish,error-output,account,Search Options,ChromaticNumber,MaxDegree,Flags,time,command,width,script-file,job-id,iteration,CliqueNumberSimpleGraphs,elapsed,status,max-witness-size,ntasks,HasMultipleEdges, Search Type,input,all-states,max-rss,cpus-per-task,job-name,conjecture-status,start,ntasks-per-node,mem-per-cpu
"slurmstepd: error: *** JOB 4454728 ON c3-55 CANCELLED AT 2021-12-10T18:19:31 ***
",10 18:19:33 CET 2021,Error,NN9535K, ,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718135.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718135.sh,4454728,36,2,11-13:58:4,DONE,"15,1,26,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,5606711,12351888K,1,68718135,Not Finished,Mon Nov 29 04:20:49 CET 2021,1,64G
,1 21:44:54 CET 2021,,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718140.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718140.sh,4454729,68,2,03:39:46,DONE,"15,1,18,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,189954,339088K,1,68718140,"Conjecture: Satisfied
",Wed Dec 1 18:05:09 CET 2021,1,64G
,1 22:05:28 CET 2021,,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718144.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718144.sh,4454730,71,2,00:20:24,DONE,"15,1,18,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,8870,31044K,1,68718144,"Conjecture: Satisfied
",Wed Dec 1 21:45:03 CET 2021,1,64G
NaN,NaN,NaN,NN9535K, ,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718149.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718149.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718149,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718154.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718154.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718154,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718159.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718159.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718159,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718166.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718166.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718166,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl    BreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718171.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718171.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718171,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718176.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718176.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718176,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718180.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718180.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718180,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,6,7, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718185.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718185.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_7_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_6,NaN,NaN,1,68718185,NaN,NaN,1,128G
,24 14:29:21 CET 2021,,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl    BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718189.txt, pw = 1,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718189.sh,4454739,30,2,00:00:01,DONE,"2,1,4,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,163,0,1,68718189,"Conjecture: Satisfied
",Wed Nov 24 14:29:20 CET 2021,1,16G
,24 14:29:31 CET 2021,,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718193.txt, pw = 1,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718193.sh,4454740,31,2,00:00:00,DONE,"2,1,4,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,92,0,1,68718193,"Conjecture: Satisfied
",Wed Nov 24 14:29:31 CET 2021,1,16G
,24 14:30:02 CET 2021,,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718198.txt, pw = 1,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718198.sh,4454741,27,2,00:00:00,DONE,"2,1,4,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,51,0,1,68718198,"Conjecture: Satisfied
",Wed Nov 24 14:30:01 CET 2021,1,16G
,24 14:30:21 CET 2021,,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718203.txt, pw = 1,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718203.sh,4454742,28,2,00:00:00,DONE,"2,1,4,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,27,0,1,68718203,"Conjecture: Satisfied
",Wed Nov 24 14:30:20 CET 2021,1,16G
,24 15:00:42 CET 2021,,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl    BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718207.txt, pw = 2,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718207.sh,4454743,52,2,00:30:11,DONE,"5,1,12,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,97658,120076K,1,68718207,"Conjecture: Satisfied
",Wed Nov 24 14:30:31 CET 2021,1,16G
,24 15:07:05 CET 2021,,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718212.txt, pw = 2,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718212.sh,4454744,54,2,00:06:13,DONE,"5,1,12,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,16835,27604K,1,68718212,"Conjecture: Satisfied
",Wed Nov 24 15:00:52 CET 2021,1,16G
,24 15:07:40 CET 2021,,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718218.txt, pw = 2,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718218.sh,4454745,52,2,00:00:20,DONE,"5,1,9,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,2561,0,1,68718218,"Conjecture: Satisfied
",Wed Nov 24 15:07:20 CET 2021,1,16G
,24 15:08:05 CET 2021,,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 2  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718224.txt, pw = 2,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718224.sh,4454746,54,2,00:00:08,DONE,"5,1,9,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,476,0,1,68718224,"Conjecture: Satisfied
",Wed Nov 24 15:07:56 CET 2021,1,16G
"slurmstepd: error: *** JOB 4454747 ON c3-56 CANCELLED AT 2021-12-10T18:19:31 ***
",10 18:19:33 CET 2021,Error,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl    BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718228.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718228.sh,4454747,21,2,8-20:12:21,DONE,"15,1,24,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,7583741,15985868K,1,68718228,Not Finished,Wed Dec 1 22:07:10 CET 2021,1,64G
"slurmstepd: error: *** JOB 4454748 ON c3-51 CANCELLED AT 2021-12-10T18:19:31 ***
",10 18:19:33 CET 2021,Error,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718233.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718233.sh,4454748,27,2,7-03:47:43,DONE,"15,1,26,1",1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,2902142,8140232K,1,68718233,Not Finished,Fri Dec 3 14:31:49 CET 2021,1,64G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718237.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718237.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718237,NaN,NaN,1,64G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 3  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718242.txt, pw = 3,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718242.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718242,NaN,NaN,1,64G
NaN,NaN,NaN,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl    BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718246.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718246.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718246,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718251.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718251.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718251,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718255.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718255.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718255,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 4  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718260.txt, pw = 4,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718260.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718260,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl    BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718267.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718267.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718267,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K, ,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl    IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718273.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718273.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718273,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl  -premise BreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718277.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718277.sh,NaN,NaN,2,NaN,NaN,NaN,1,,BreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718277,NaN,NaN,1,128G
NaN,NaN,NaN,NN9535K,-premise,7,8, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 5  -pl  -premise IsomorphismBreadthFirstSearch ../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718282.txt, pw = 5,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718282.sh,NaN,NaN,2,NaN,NaN,NaN,1,,IsomorphismBreadthFirstSearch,../../inputs/MaxDegree_8_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,NaN,NaN,1,68718282,NaN,NaN,1,128G
,24 15:08:21 CET 2021,,NN9535K, ,7,9, -pl ,14-00:00:00,/cluster/home/farhadvadiee/2021/23nov/reed-conjecture/Build/./treewidzard -search   pw = 1  -pl    BreadthFirstSearch ../../inputs/MaxDegree_9_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7.txt > /cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../program-outputs/68718286.txt, pw = 1,/cluster/projects/nn9535k/farhad/2021/23nov/reed-conjecture/main-script/job-generation/../../jobs/68718286.sh,4454759,33,2,00:00:00,DONE,"2,1,4,1",1,,BreadthFirstSearch,../../inputs/MaxDegree_9_CliqueNumberSimpleGraphs_2_HasMultipleEdges__ChromaticNumber_7,190,0,1,68718286,"Conjecture: Satisfied
",Wed Nov 24 15:08:20 CET 2021,1,16G
